Candidato,Mes,Texto
Tuto Quiroga,Septiembre,"El candidato a la presidencia de la Alianza Libre, Jorge Tuto Quiroga, cuestionó este sábado a su adversario del Partido Demócrata Cristiano (PDC), Rodrigo Paz, porque asegura que desconoce la cifra real de la deuda externa de Bolivia.  Lo alarmante es lo que he escuchado ayer (…), la verdad no podía creer.  Vi al candidato Paz decir (…) que él iba a hablar con unos gringos para renegociar la deuda externa y dijo que la deuda externa era 40 mil millones de dólares, no puede ser, dijo Quiroga en una visita a El Alto. Agregó que la deuda externa de Bolivia, a julio de 2025, en realidad es de 13. 770 millones de dólares y cero con Estados Unidos. ¿Qué dijo realmente Paz?En pasados días, durante una visita a la población de Warisata del departamento de La Paz, el candidato a la presidencia del PDC dijo que nos han dejado una deuda de 40 mil millones de dólares y que la siguiente semana viajará para que no nos cobren la deuda y tengamos hidrocarburos en Bolivia.  La siguiente semana, ¿dónde creen que estoy yendo?, ¿de dónde habían sacado la deuda? Con los gringos.  Tanto discurso contra los gringos y les debemos 40 mil millones de dólares ahora y yo presidente, si es que salgo con la voluntad de ustedes, tengo que ir a negociar con los gringos, afirmó Paz. El candidato del PDC, que se enfrentará con Quiroga en la segunda vuelta electoral del próximo 19 de octubre, no precisó el día de su viaje ni a dónde exactamente viajaría, pero aseguró que irá al norte.  Voy a tener que ir allá al norte, que tanto han dicho el norte, el norte, voy a tener que ir al norte, porque nos han dejado esa deuda de 40. 000 millones de dólares y vamos a hablar con los del norte diciéndoles: miren, con nuestra dignidad, ya, entiendo la deuda, porque yo no soy cobarde, señaló. Tuto &quot;anonadado&quot;Yo no sé qué habló con Tilín o Tilín le dio cifras malas o no entendió.  De dónde sacó 40 mil millones, ¿lo juntó con la deuda interna? He escuchado eso y me he quedado anonadado, cómo puede un candidato a presidente decir que le deuda externa es de 40 mil millones con los gringos, es cero con Estados Unidos, insistió el candidato de la Alianza Libre.  Quiroga remarcó que realmente es un desconocimiento que debería preocupar e incluso consideró que en el PDC &quot;no tienen idea&quot; de cómo enfrentarán la situación de crisis económica del país."
Tuto Quiroga,Septiembre,"El candidato a la presidencia del Partido Demócrata Cristiano (PDC), Rodrigo Paz, aclaró a su adversario de la Alianza Libre, Jorge Tuto Quiroga, que no se refirió específicamente a Estados Unidos al hablar de la deuda externa de Bolivia con los gringos. Estimado Tuto Quiroga, nuestros equipos técnicos, al igual que todos los bolivianos, somos plenamente conscientes de nuestras deudas del pasado, tanto económicas como sociales.  Respecto a la incomodidad que te causó la palabra gringo, tal vez lo que no entiendes es que, en el campo popular, el concepto gringo se refiere en líneas generales a los extranjeros, ya sean norteamericanos, europeos o de otros lugares, afirmó Paz mediante su cuenta en X.  Origen de la polémica En pasados días, durante una visita a la población de Warisata del departamento de La Paz, el candidato a la presidencia del PDC dijo que nos han dejado una deuda de 40 mil millones de dólares y que la siguiente semana viajará para que no nos cobren la deuda y tengamos hidrocarburos en Bolivia.  La siguiente semana, ¿dónde creen que estoy yendo?, ¿de dónde habían sacado la deuda? Con los gringos.  Tanto discurso contra los gringos y les debemos 40 mil millones de dólares ahora y yo presidente, si es que salgo con la voluntad de ustedes, tengo que ir a negociar con los gringos, señaló entonces Paz.  Crítica de Tuto El sábado, Tuto Quiroga aseguró en El Alto que ha quedado anonadado al escuchar que la deuda externa de Bolivia es de 40 mil millones de dólares e indicó que el desconocimiento de Paz debería preocupar. Lo alarmante es lo que he escuchado (…), la verdad no podía creer.  Vi al candidato Paz decir (…) que él iba a hablar con unos gringos para renegociar la deuda externa y dijo que la deuda externa era 40 mil millones de dólares, no puede ser, cuestionó Quiroga. Agregó que la deuda externa de Bolivia, a julio de 2025, en realidad es de 13. 770 millones de dólares y cero con Estados Unidos. Sin embargo, Paz, en su respuesta por X, también afirmó que Bolivia tiene muchas deudas y una de ellas es el derecho a la renovación. Nuestro país busca a alguien que entienda a todos, entienda su léxico y entienda sus necesidades para así poder darle soluciones con gobernabilidad.  Eso es lo que estamos construyendo desde las grandes mayorías y las diferentes regiones, remarcó el candidato del PDC. Paz y Quiroga se enfrentarán en la segunda vuelta electoral del próximo 19 de octubre, cuando se definirá quién será el nuevo presidente de Bolivia."
Tuto Quiroga,Septiembre,"El candidato a la presidencia de la Alianza Libre, Jorge Tuto Quiroga, llegó este domingo a Estados Unidos para sostener reuniones importantes y aprovechó una conferencia de prensa para responder al reciente pronunciamiento del presidente Luis Arce. Sale Arce a decirme de todo y descalificarme.  El señor este debería guardar un discreto silencio, hacer maletas y prepararse para irse porque su gestión ha fracasado rotundamente y viene a hablar de que le da risas, dijo el candidato. Horas antes, el presidente Arce aseguró que las palabras de Tuto no pueden causar más que una mezcla de risas y alarma, después de que, el sábado, ese candidato presidencial amenazara con encarcelar a los funcionarios del Banco Central de Bolivia (BCB) si no entregan las 22 toneladas de la reserva del oro el próximo 8 de noviembre (día del cambio de presidente). Pero él causa sufrimiento, dolor y angustia a las familias bolivianas (... ); en lugar de hablar de risas, debería tener piedad con una Bolivia que sufre por la crisis económica que ese señor ha dejado como parte de su legado, agregó Quiroga.  El candidato de Libre insistió en que Arce ha destruido Bolivia y cuestionó que siga hablando cuando él debería nomás guardar un discreto silencio y prepararse para dejar el Palacio. Origen de la nueva polémica El sábado, Quiroga reclamó en El Alto por las reservas de oro y conminó a los señores del BCB a entregar 22 toneladas de oro el 8 de noviembre porque, de lo contrario, directo a la chirola (cárcel) se irán todos. Del oro han dicho que están manteniendo 22 toneladas, pero que han pignorado parte de ese oro, eso es ilegal, van a ir preso señores del Banco Central, es ilegal pignorar el oro por debajo de 22 toneladas, prepárense para responder por eso, advirtió. También indicó tener conocimiento de que el 8 de noviembre no va a quedar un dólar, no va a quedar oro, no va a quedar diésel y no va a quedar gasolina en el país. Respuesta de Arce El mandatario publicó este domingo un largo texto en sus redes sociales y consideró que la tónica de un eventual gobierno de Tuto será el apresamiento de personas sin investigación, sin juicio, sin cargos ni nada por el estilo. Además de señalar que las palabras de Tuto no pueden causar más que una mezcla de risas y alarma, Arce dijo que ese candidato parece que piensa y actúa según la posición de la luna en la jornada o con el pie que haya apoyado primero al levantarse: ambiguo, dubitativo, contradictorio, sin convicciones ni certezas. Acusó a Tuto de ser el causante de la crisis junto al evismo y al resto de la derecha en la Asamblea Legislativa Plurinacional y afirmó que aprovecha la campaña electoral, rumbo al balotaje del próximo 19 de octubre, para crear incertidumbre y desinformación en un intento desesperado por sumar votos de no sé dónde.  ¿Será que se siente derrotado de antemano?, se preguntó."
Tuto Quiroga,Septiembre,"El Banco Central de Bolivia (BCB) respondió este domingo a las declaraciones del expresidente y candidato Jorge Tuto Quiroga, quien cuestionó públicamente el manejo de las Reservas Internacionales Netas (RIN).  El ente emisor aseguró que sus operaciones evitaron que el país entre en default. Recientemente, Quiroga denunció que el Gobierno y el ente emisor estarían hipotecando el oro del pueblo boliviano para cubrir la falta de dólares y financiar importaciones de combustibles.  Nos dejan sin divisas, sin diésel y sin oro, y eso tendrá que investigarse cuando se acabe esta gestión, afirmó el exmandatario, quien también advirtió que pedirá que el presidente Luis Arce entregue su pasaporte para rendir cuentas al término de su mandato. El BCB, a través de un comunicado, rechazó lo que calificó como afirmaciones desacertadas y con un afán claramente electoral, que buscan confundir a la opinión pública y desacreditar su gestión técnica.  El ente emisor recordó que todas sus operaciones financieras se realizan en estricto cumplimiento de la Constitución Política del Estado y de las leyes 1670 y 1503, con el objetivo de fortalecer las reservas y garantizar la liquidez de la economía nacional. Según datos oficiales, las RIN alcanzaron a agosto los 2. 881 millones de dólares, con un incremento de 905 millones en lo que va del año.  Este resultado responde, según el Banco Central, a un proceso de compra, refinación e inversión en oro bajo estándares internacionales de buena entrega, lo que permitió incrementar tanto el valor como la calidad de este activo, siempre bajo titularidad del Estado boliviano. No realizar estas operaciones financieras, como sugiere el candidato, hubiese significado graves riesgos para el país, ya que se incumplirían obligaciones internas y externas del Estado, ocasionando situaciones como las de un default en el mercado de capitales y ante organismos internacionales lo que comprometería seriamente el desempeño actual y futuro de la economía boliviana, dijo el ente emisor. En su comunicado, el BCB reafirmó &quot;su compromiso con la transparencia, la estabilidad económica y la responsabilidad institucional, por lo que se mantendrá al margen de consideraciones político-electorales que solo buscan confundir a la población."
Tuto Quiroga,Septiembre,"El presidente Luis Arce lanzó este domingo un duro ataque contra Jorge Tuto Quiroga, candidato presidencial por Libre, luego de que este le cuestionara por la falta de transparencia del Gobierno en torno a las reservas de oro y a la deuda externa. Quiroga también había advertido que la crisis de dólares y combustibles es resultado directo de la administración del MAS que concluye el 8 de noviembre.  En ese contexto, señaló que las autoridades del Banco Central de Bolivia deben dejar 22 toneladas de oro como reserva tal como establece el marco legal vigente, bajo riesgo de ser procesados penalmente.  En recientes declaraciones, el candidato Jorge Tuto Quiroga se ha quejado de la escasez de combustibles, de dólares y de oro; y, por si fuera poco, ha amenazado con apresar a las autoridades del Banco Central de Bolivia, que entreguemos nuestro pasaporte sin investigación, sin juicio, sin cargos ni nada por el estilo, en lo que parece será la tónica de un eventual gobierno suyo, afirmó Arce en un pronunciamiento oficial. El mandatario acusó a Quiroga de querer acabar con el Estado de derecho y de improvisar discursos sin consistencia.  ¿Ahora es que se viene a enterar de los problemas por los que atraviesa el país? ¿Acaso en esta campaña no tenía que proponer soluciones al problema del combustible? Parece que piensa y actúa según la posición de la luna en la jornada o con el pie que haya apoyado primero al levantarse: ambiguo, dubitativo, contradictorio, sin convicciones ni certezas, lanzó. Arce también recordó que invitó a los candidatos Quiroga y Rodrigo Paz a una reunión en la Casa Grande del Pueblo para dialogar sobre la transición económica, pero que el postulante de Libre no asistió.  Se ausentó y criticó que quisiéramos hacer un tránsito de gestión responsable, apuntó. El presidente insistió en que la crisis fue causada por el evismo y la derecha en la Asamblea Legislativa, al frenar la aprobación de créditos para la importación de combustibles.  Y defendió su gestión: A pesar del bloqueo sistemático, hemos garantizado abastecimiento regular de carburantes, manteniendo la estabilidad de precios y la subvención. En clave de balance final, Arce destacó la exploración de 18 pozos —entre ellos Mayaya Centro X-1—, el incremento de reservas de oro y el Plan de Transición Energética Bolivia 2050.  También diferenció su visión de cooperación internacional de la de Quiroga: Mientras lo nuestro se desarrolla en base a mesas técnicas y respeto a la soberanía, lo del candidato no es otra cosa que hipotecar el futuro del país, favoreciendo al gran capital concentrado. Las advertencias de QuirogaUn día antes, desde El Alto, Quiroga había advertido que el Gobierno no está entregando información clara sobre las reservas de oro y la situación del diésel y la gasolina.  El 8 de noviembre no va a quedar un dólar, no va a quedar oro, no va a quedar diésel.  Tienen que entregar 22 toneladas de oro el 8 de noviembre, de lo contrario, directo a la chirola se van todos, advirtió el expresidente. El candidato por Libre subrayó que su partido ya está trabajando en un programa de cooperación internacional para enfrentar la crisis y acusó al Gobierno de ocultar información que pertenece a todos los bolivianos. Quiroga cuestionó, en ese contexto, la reunión de transición de la que participó el candidato del Partido Demócrata Cristiano (PDC), Rodrigo Paz, y a la que él no asistió.  La información que tiene el Gobierno de Luis Arce tiene que entregarla a todo el país de manera pública; no es para las cuatro paredes del Palacio o para una reunión política, dijo.  El choque político se intensificó con la reacción del senador electo por Libre Branko Marinkovic, quien acusó a Arce de buscar culpables externos.  La crisis no la generó Tuto ni la oposición, la fabricó el propio Gobierno.  Bolivia está sin dólares, sin combustibles y sin oro: esa es la herencia de casi dos décadas de despilfarro y corrupción, sostuvo. Marinkovic señaló que el temor del oficialismo tiene nombre propio: Tuto Quiroga y su equipo.  Y remató: Nos temen porque vamos a recuperar lo que se robaron y a llevar a la cárcel a quienes convirtieron el Estado en botín.  El cambio radical está cerca. El cruce de acusaciones se produce a pocas semanas del balotaje del 19 de octubre, en el que Quiroga y su compañero de fórmula, Juan Pablo Velasco, competirán frente al binomio del Partido Demócrata Cristiano (PDC), Rodrigo Paz y Edmán Lara.  El oficialismo, sin candidato propio, enfrenta la recta final de gestión en medio de la escasez de dólares y combustibles, un tema que ya marca la agenda electoral.  Eso sí, Arce está mostrando las obras que se hicieron en su gobierno con el respaldo de la publicidad estatal."
Tuto Quiroga,Septiembre,"En medio de las acusaciones entre el presidente Luis Arce y el candidato presidencial Jorge Tuto Quiroga, el senador electo de la Alianza Libre, Branko Marinkovic, consideró este lunes que el mandatario busca culpar de la crisis económica del país a otros sin asumir su responsabilidad.  El Presidente está buscando culpables de su ineptitud y de su corrupción, yo creo que eso es.  Todo lo que escribe es buscando a quién culpar, o sea quiere culpar a Tuto, que no tiene ni siquiera un diputado en esta legislación.  Culpa a todos, menos a él de su ineptitud, dijo Marinkovic en una entrevista con El Deber Radio.  Origen de la nueva polémica El sábado, el candidato presidencial de Libre reclamó en El Alto por las reservas de oro y conminó a los señores del BCB a entregar 22 toneladas de oro el próximo 8 de noviembre (día del cambio de presidente) porque, de lo contrario, directo a la chirola (cárcel) se irán todos. Del oro han dicho que están manteniendo 22 toneladas, pero que han ignorado parte de ese oro, eso es ilegal, van a ir presos señores del Banco Central, es ilegal ignorar el oro por debajo de 22 toneladas, prepárense para responder por eso, advirtió Quiroga.  Respuesta de Arce El presidente Arce, mediante un largo texto publicado el domingo en sus redes sociales, señaló que las palabras (de Tuto) no pueden causar más que una mezcla de risas y alarma. Acusó a Tuto de ser el causante de la crisis junto al evismo y al resto de la derecha en la Asamblea Legislativa.  Incluso, consideró que ese candidato piensa y actúa según la posición de la luna en la jornada o con el pie que haya apoyado primero al levantarse: ambiguo, dubitativo, contradictorio, sin convicciones ni certezas. El mismo día, pero desde Estados Unidos, Quiroga respondió que Arce debería guardar un discreto silencio, hacer maletas y prepararse para irse del Palacio de Gobierno en noviembre porque su gestión ha fracasado rotundamente y viene a hablar de que le da risas.  Gestión desastrosa Marinkovic afirmó que le parece un despropósito buscar culpable en Tuto en este momento de crisis que el mismo gobierno provocó.  El Presidente no sé qué está buscando, realmente yo no entiendo (qué quiere) después de una gestión tan desastrosa (que realizó) tanto como ministro y posteriormente como presidente, agregó."
Tuto Quiroga,Agosto,"El candidato presidencial del Partido Demócrata Cristiano (PDC), Rodrigo Paz, sorprendió en el foro económico de la Cámara de Industria, Comercio, Servicios y Turismo de Santa Cruz (Cainco) al sugerir públicamente que Jorge Tuto Quiroga renuncie a su candidatura al balotaje para dar paso a un gobierno de transición basado en consensos. Si mañana, la candidatura del señor Quiroga se bajara, en un acto de grandeza y desprendimiento, mañana mismo nos sentaríamos a cohesionar un grupo de gobierno para establecer una transición rápida y generar los cambios necesarios para el país, afirmó Paz en su intervención ante empresarios y especialistas del ámbito económico. Según el cómputo oficial del Tribunal Supremo Electoral (TSE), Rodrigo Paz ganó la elección de primera vuelta al reunir más del 32% de votos a su favor, mientras que Quiroga superó el 26% de los votos válidos.  Con estos resultados, ambos líderes quedaron habilitados para disputar la presidencia en la segunda vuelta programada para el 19 de octubre. El presidenciable del PDC también cuestionó a quienes insisten en centrar el debate en torno al MAS, pese a que en el nuevo mapa electoral este partido ya no está.  Este país ha estado secuestrado 20 años.  Hoy la mayoría definió un nuevo Parlamento.  No podemos seguir con el síndrome de Estocolmo, aferrados a nuestro secuestrador, declaró en tono crítico. Al cierre de su discurso, Paz reiteró que Bolivia atraviesa una transición rápida y que se necesitan consensos amplios: Este no es un momento de candidaturas, sino de darle soluciones rápidas al pueblo.  Extiendo la mano con respeto, convencido de que, si la clase política da una señal de desprendimiento, gana Bolivia, gana el país y ganan los productores. El presidente Luis Arce, que dejará el cargo el 8 de noviembre, invitó tanto a Paz como a Quiroga a una reunión para activar el proceso de transición, mientras que este martes 26 de agosto presentó el resultado electoral oficial de las elecciones con la lista de todos los legisladores elegidos y que asumirán un mandato hasta el 2030."
Tuto Quiroga,Agosto,"El candidato a la presidencia de Bolivia Jorge &#039;Tuto&#039; Quiroga afirmó que el Mercosur le &quot;interesa hasta cierto punto&quot; ya que, en el caso de que gane la segunda vuelta de las elecciones, &quot;quiere&quot; establecer acuerdos de libre comercio con otros países y &quot;aprendió&quot; que esta alianza &quot;no sirve para hacer eso&quot;. Así se refirió en una entrevista telemática al periódico brasileño &#039;Folha de São Paulo&#039; el político derechista de Alianza Libre al bloque que conforman Argentina, Uruguay, Paraguay y Brasil, y del cual Bolivia se encuentra en proceso formal de adhesión y ya participó de dos reuniones semestrales como miembro pleno. &quot;Me interesa hasta cierto punto.  Para la liberación de viajes sin pasaporte, solo con documento de identidad, validar títulos universitarios entre los países, crear becas de intercambio.  Pero no voy a subir ningún impuesto para poder entrar en el Mercosur.  No voy a meterme en el AEC (Arancel Externo Común) porque lo considero una prisión comercial&quot;, respondió Quiroga, que gobernó Bolivia entre 2001 y 2002. Además, dijo que el acuerdo entre la alianza regional y la Unión Europea &quot;es una ilusión&quot; que &quot;no cree que dé frutos tan pronto&quot;. El actual candidato detalló algunas de sus propuestas en su disputa por la presidencia, la cual disputará el próximo 19 de octubre en una segunda vuelta electoral contra el centrista Rodrigo Paz Pereira. En ese sentido, sobre los BRICS, en cuya última cumbre Bolivia participó como país asociado, &#039;Tuto&#039; afirmó que no se lo verá &quot;alineado&quot; con &quot;Azerbaiyán o con Catar, y menos aún en una cumbre &quot;cuya idea es criticar a Estados Unidos&quot;. Quiroga además manifestó su preocupación con el avance del narcotráfico y afirmó que Bolivia exporta &quot;más cocaína a través de Brasil que gas&quot;. &quot;En Bolivia operan el PCC (Primero Comando Capital) y el Comando Vermelho.  Quiero llegar a un primer acuerdo con la Policía Federal brasileña para que tengamos oficinas aquí en Bolivia, con el fin de cooperar en materia de información y logística&quot;, detalló el político, de 65 años. Según los datos preliminares ofrecidos por el órgano electoral al finalizar la jornada de votación el domingo, el senador Paz Pereira logró un 32,14 % de los votos y Quiroga, el 26,81 %.  EFE"
Tuto Quiroga,Agosto,"Jorge Tuto Quiroga, quien disputará la presidencia de Bolivia a Rodrigo Paz (PDC) en el balotaje del 19 de octubre, afirmó que no acudió a la invitación del presidente Luis Arce para iniciar la transición al nuevo Gobierno porque había maniobras para mantener en prisión al gobernador de Santa Cruz, Luis Fernando Camacho. Esa sería una señal que permitiría abrir un diálogo.  Pero no me va a usar para blanquear su imagen en la plaza Murillo, mientras a tres cuadras manda a su procurador y a funcionarios a hacer maniobras para mantener presos a Camacho y Pumari, advirtió Quiroga en una rueda de prensa. Este martes, Paz se reunió con el Jefe de Estado para iniciar la transición, mientras que Tuto había rechazado asistir porque espera que la información que se entregue en este proceso sea de dominio público. El exmandatario también cuestionó el doble discurso de Evo Morales respecto a la administración de justicia.  Recordó que, según informes de la ONU y del relator Diego García-Sayán, la expresidenta Jeanine Áñez debía ser procesada mediante juicio de responsabilidades y no por la vía ordinaria, como ocurrió por decisión política del masismo. Con Áñez se negó justicia a las víctimas y a los acusados, porque se la llevó al fuero ordinario.  Morales ahora rehúye a la justicia mientras critica.  Ese cinismo tiene que terminar, señaló. Insistió en que la justicia boliviana ha sido usada como herramienta de persecución y que debe reformarse para garantizar igualdad.  La detención preventiva no puede ser cárcel sin sentencia.  Hoy miles de bolivianos sufren ese abuso.  Con nosotros, la justicia será igual para todos, afirmó. Lo que corresponde es cumplir con la ley.  Camacho y Pumari son presos políticos y tienen derecho a defenderse en libertad.  No más justicia hecha a la medida de los poderosos y usada para castigar a quienes piensan distinto, concluyó."
Tuto Quiroga,Agosto,"El expresidente y candidato presidencial Jorge Tuto Quiroga realizó este martes un recorrido por el trópico de Cochabamba, donde denunció el cierre del aeropuerto de Chimoré desde noviembre de 2024 y criticó la falta de presencia estatal en una región que calificó como clave para la producción agrícola del país. La visita incluyó paradas en Villa Tunari, Shinahota, el acceso a Lauca Ñ —donde se encuentra el refugio de Evo Morales—, el aeropuerto de Chimoré, Bulo Bulo y Yapacaní, este último en territorio cruceño pero aún considerado feudo político del evismo. Cierre del aeropuerto y acusaciones políticasEn un video grabado a las 07:15 en el aeropuerto de Chimoré, Quiroga calificó como un desperdicio que una infraestructura financiada con recursos públicos permanezca inutilizada, supuestamente para evitar que operativos o vuelos lleguen a la zona donde reside Morales. Potosí no tiene aeropuerto y aquí hay uno cerrado desde noviembre del año pasado… incluso para fumigar cultivos legales de banano no se puede usar, menos para vuelos nacionales o internacionales.  Está bloqueado por los miedos de una sola persona, denunció. El aeropuerto, inaugurado en 2007 para mejorar la conectividad del trópico y potenciar su desarrollo productivo, ha sido señalado en distintas ocasiones por su bajo uso comercial y por presuntos fines políticos o no supervisados.  Chapare productivo y exportadorDurante su paso por Bulo Bulo, Quiroga visitó plantaciones de banano y resaltó que la región exporta alrededor de 60 millones de dólares anuales en esa fruta.  Propuso abrir mercados como el europeo para multiplicar por diez esa cifra y convertir al trópico en un referente exportador de productos legales como banano y palma africana. Esta es la Bolivia que queremos mostrar al mundo: dejar atrás el estigma del narcotráfico, generar divisas limpias y empleos dignos para todos, afirmó. El candidato recordó que en su gestión presidencial se redujo un 80% la producción de cocaína en la zona y que, en ese tiempo, la superficie cultivada con banano superaba a la de coca destinada al narcotráfico. Crítica a bloqueos y ausencia estatalQuiroga cuestionó que los bloqueos carreteros —frecuentes en la región— afecten la exportación de productos y reclamó que el Estado no garantice la operación de su principal infraestructura aérea. En otros lugares tanta falta hace la interconexión aérea, y aquí está bloqueada… otra demostración de que no hay presencia del Estado para que los aeropuertos funcionen, señaló, prometiendo reabrir la terminal el 17 de agosto si gana las elecciones. En su cierre de recorrido, el exmandatario aseguró que el trópico cochabambino puede convertirse en un motor productivo del país si se apuesta por cultivos legales, exportaciones y empleo formal. No podemos seguir siendo un enclave donde se rehúye la justicia y se bloquean carreteras y aeropuertos; aquí se puede producir banano, palma africana y toda forma de producción que garantice oportunidades para todos, concluyó."
Tuto Quiroga,Agosto,"Este jueves, el presidente de Bolivia, Luis Arce Catacora, invitó a los dos candidatos presidenciales, Rodrigo Paz y Jorge Tuto Quiroga, a una reunión para informarles sobre la situación del país.  Sin embargo, horas después de la convocatoria, Quiroga rechazó la invitación. &quot;Yo no voy a empezar a cogobernar ni hacer la transición hasta que el pueblo boliviano decida&quot;, afirmó Quiroga.  Además, reafirmó su desinterés sobre la invitación de Arce, cuando señaló que la crisis económica que enfrenta Bolivia es debido a la gestión arcista y evista.  Arce explicó que el encuentro tenía como fin &quot;mostrar la situación económica a los políticos&quot;, con temas como la escasez de combustibles y otros problemas estructurales que atraviesa el país.  Quiroga, candidato de Alianza Libre, no sólo declinó asistir, sino que también cuestionó la propuesta del mandatario.  A su criterio, si realmente el mandatario quiere ayudar, debe tomar medidas inmediatas como reducir el gasto público, suspender contratos de litio hecho a espaldas de Potosí, detener licitaciones y adjudicaciones, entre otras acciones.  ¿Qué dijo Arce en su invitación?&quot;Quiero invitar a los dos partidos políticos (que irán a la segunda vuelta), a la cabeza de sus candidatos, a reunirse con el gobierno nacional, para mostrarles la situación económica, el problema del combustible y lo que estamos enfrentando, para que cualquiera que gane, vaya viendo cómo encararlo y resolverlo&quot;, dijo Arce, la mañana de este jueves, ante los medios de comunicación. Como respuesta, Quiroga calificó la invitación como un &quot;intento de buscar una foto&quot;, sugiriendo que Arce busca mejorar su imagen frente a un electorado que ha mostrado descontento con la situación nacional.  Incluso, históricamente, el Movimiento Al Socialismo (MAS) no aparece formalmente entre los candidatos principales de dicha segunda vuelta.  De forma irónica, agradeció los comentarios del presidente hacia su candidatura y la celebración sobre la de Rodrigo Paz y el capitán Edman Lara (del Partido Demócrata Cristiano), quienes resultaron ganadores de las elecciones nacionales con más del 30% de votos.  Según dijo Quiroga, ese gesto de Arce fue una ayuda para la campaña de Alianza Libre.  El candidato también recalcó que no está dispuesto a hacerse cargo del &quot;proyecto que fracasó&quot; de Luis Arce, a quien recordó que aún le restan dos meses de mandato que debe cumplir.  Mientras tanto, aseguró que, en rumbo a la segunda vuelta, Alianza Libre se concentrará en reuniones con parlamentarios electos, el sector agropecuario, minería, hidrocarburos e incluso el Comité Cívico Potosinista (Comcipo). Finalmente, dejó claro que su prioridad es la segunda vuelta electoral prevista para el 19 de octubre de 2025, y no un cogobierno o una transición anticipada. Segunda vueltaLos partidos que disputarán la presidencia y vicepresidencia serán: Alianza Libre, del binomio Jorge Quiroga y Juan Pablo Velasco; y el Partido Demócrata Cristiano, del binomio Rodrigo Paz y Edman Lara.  En las elecciones nacionales del 17 de agosto, el PDC ganó con más del 30% de votantes."
Tuto Quiroga,Agosto,"Luego de hacer pública una invitación a los candidatos que pasaron a la segunda vuelta electoral, el presidente Luis Arce atacó al candidato Jorge Tuto Quiroga a quien le dijo que la gastadera de plata se realiza en la edificación de centros de salud y colegios y eso es lo que quiere cortar.  Nos extraña cuando candidatos que ahora ya están en el balotaje, han estado hablando de que vamos a detener esta gastadera de plata es decir construir estas viviendas para los hermanos, es una gastadera para ellos, construir los tinglados tan necesarios en las unidades educativas es una gastadera de plata dicen ellos, construir hospitales, construir todo lo que sea necesario para resolver los problemas de la gente había sido una gastadera para ellos, acusó Arce en clara alusión a Quiroga.  El jueves 21 de agosto, el presidente realizó una invitación pública a los dos candidatos que se enfrentarán en la segunda vuelta, Rodrigo Paz (PDC) y Jorge Quiroga (LIBRE); sin embargo, este último se apresuró a rechazar la invitación, dijo que no iría a cogobernar con Arce y pidió que gobierne hasta el último día y deje la presidencia.  48 horas después Arce denostó las declaraciones del candidato de Libre en un acto de entrega de viviendas en el departamento de Santa Cruz.  Hay que decirles con claridad que ellos no conocen la realidad, tienen que bajar aquí a conocer la realidad, las necesidades del pueblo para recién entender, dijo Arce en clara referencia a la campaña electoral.  Tuto Quiroga se enfrentará a Rodrigo Paz el 19 de octubre y entre ambos definirán quién es el nuevo presidente del Estado.  Por el momento, el que tiene la primera mayoría en el parlamento es Paz Pereira, quien logró 56 escaños en total, frente a 42 que logró Quiroga Ramírez; entre otros partidos lograron los restantes 32 escaños que serán los que definan la mayoría en el Congreso.  Arce también aprovechó para seguir criticando a la Asamblea y el plan de sabotaje que implementaron contra su gestión.  Arce participa activamente en actos organizados en zonas rurales.  El jefe de Estado cuida mucho de no mencionar a su antecesor, Evo Morales, y señala directamente a la Asamblea.  Sin embargo, en las ciudades, no tiene el menor empacho en acusar al evismo de haber hecho fracasar su gestión como presidente."
Tuto Quiroga,Agosto,"El candidato presidenciable por Alianza Libre, Jorge Tuto Quiroga, remarcó que si gana las elecciones generales este domingo la titulación de tierras será individualizada, ya no será comunitaria.  &quot;Uno cuida lo que es suyo&quot;, anunció ante decenas de personas en el parque Urbano.  En el céntrico parque de la capital cruceña se organizó el cierre de campaña electoral en Santa Cruz.  Mañana miércoles harán un evento similar en La Paz antes del inicio del silencio electoral. &quot;La tierra va a ser titulada individualmente, ya no más comunitaria, lo que es de todos no es de nadie&quot;, dijo Quiroga, rodeado de sus candidatos a la Vicepresidencia, la Cámara de Diputados, Senadores e incluso frente a otros líderes políticos de la oposición como Gary Añez, a quien dio un guiño como posible candidato a la comuna, en las próximas elecciones subnacionales.  Digitalización de los trámites El expresidente remarcó, una vez más, su promesa de digitalizar los diferentes trámites.  &quot;Vamos a hacer Bolivia digital, criptominería en Bolivia, centros de datos.  La ventaja es que el empresario de este rubro es de Bolivia y es el Vicepresidente.  Todo lo que necesites, todos los trámites que requieras tendrás en tu celular&quot;. Quiroga, al igual que otros candidatos también aseveró que la población ya no necesita ni quiere más bloqueos.  &quot;No queremos un país de bloqueadores, sino de emprendedores.  Requerimos reconciliar a Bolivia, se acabó el ciclo de 20 años.  Ahora nuestro desafío es usar la aplastante mayoría parlamentaria para reconciliar al país.  No caigamos en el juego de querer hacernos dividir&quot;. Habló de los presos políticos Tuto aseguró que &quot;todos los presos van a ser liberados, nosotros vamos a liberar a Bolivia y a todos los presos políticos.  Nosotros no nos aprovechamos de esas cosas&quot;, apuntó.  El candidato de Alianza Libre, como el de Alianza Unidad, Alianza Popular y APB-Súmate, no acudieron al segundo debate organizado por el Tribunal Supremo Electoral, que se realizaba esta misma noche en La Paz, por realizar el cierre de sus respectivas campañas."
